x,y
0,0.8335941822535214
0.010101010101010102,1.005634184206794
0.020202020202020204,2.091676113686347
0.030303030303030304,1.005025009690608
0.04040404,1.1210270793997115
0.050505051,0.9556295446866782
0.060606061,1.626693342104402
0.070707071,1.0101457011141937
0.080808081,1.228542272
0.090909091,1.617051933926171
0.10101010101010102,1.5784563866345287
0.11111111111111112,1.832673150535372
0.12121212121212122,1.180079888293355
0.13131313131313133,1.4824886490349702
0.14141414141414144,1.5812032284896678
0.15151515151515152,1.3849674900034767
0.16161616161616163,1.6065118844169985
0.17171717171717174,1.3519392408856503
0.18181818181818182,1.544056149626905
0.19191919191919193,1.6886225902834866
0.20202020202020204,1.0311695567324333
0.21212121212121213,2.1322965973501917
0.22222222222222224,1.848168909994265
0.23232323232323235,1.6981335533098045
0.24242424242424243,1.1355913819583248
0.25252525252525254,1.4258922715182345
0.26262626262626265,1.8376967720108408
0.27272727272727276,1.8618435368601562
0.2828282828282829,2.0682550624580402
0.29292929292929293,1.1638046529811716
0.30303030303030304,2.0944603850484445
0.31313131313131315,1.349720828329927
0.32323232323232326,2.189392187892215
0.33333333333333337,2.1501704820904117
0.3434343434343435,2.2425947716356145
0.3535353535353536,1.9478628811143144
0.36363636363636365,1.9208096592061308
0.37373737373737376,2.1948080686000786
0.38383838383838387,1.690734599393894
0.393939394,2.6387735668959666
0.4040404040404041,2.531522852480698
0.4141414141414142,1.9680075559589876
0.42424242424242425,2.7662154112797954
0.43434343434343436,1.6010483817476424
0.4444444444444445,2.433112053537036
0.4545454545454546,1.902822551364729
0.4646464646464647,2.446525582325868
0.4747474747474748,2.5625424084329453
0.48484848484848486,2.0477157108032955
0.494949495,2.141547932924944
0.5050505050505051,2.065369839420777
0.5151515151515152,2.448253132
0.5252525252525253,2.7097367874205447
0.5353535353535354,3.204775866126082
0.5454545454545455,2.4367178241216023
0.5555555555555556,2.4135956016759668
0.5656565656565657,2.4273615758644933
0.5757575757575758,2.942726708697945
0.5858585858585859,3.115382906816028
0.595959596,2.8550375076189827
0.6060606060606061,2.890024638598673
0.6161616161616162,3.227543327261817
0.6262626262626263,2.646059338704511
0.6363636363636365,2.790187582410296
0.6464646464646465,3.1400451341593425
0.6565656565656566,2.9147898237412915
0.6666666666666667,3.511752340766049
0.6767676767676768,2.464972980350666
0.686868687,2.8096348570348497
0.696969697,3.2567469862534635
0.7070707070707072,3.326402117749241
0.7171717171717172,3.3951120325282784
0.7272727272727273,3.0637011859704537
0.7373737373737375,3.714056916
0.7474747474747475,2.748199741002333
0.7575757575757577,2.6494237754559635
0.7676767676767677,2.8464127782244226
0.7777777777777778,3.8376940126896053
0.787878788,3.5034895589978916
0.797979798,3.378816976243212
0.8080808080808082,3.481098404288286
0.8181818181818182,3.1152822721786073
0.8282828282828284,3.6864386597071657
0.8383838383838385,3.6071654731923064
0.8484848484848485,3.817440924708624
0.8585858585858587,3.7319601155141475
0.8686868686868687,3.8622901327179453
0.8787878787878789,3.7339514105069416
0.888888889,3.3729059176505327
0.8989898989898991,4.090678446938384
0.9090909090909092,3.745673453458581
0.9191919191919192,3.155520147
0.9292929292929294,3.665451065353075
0.9393939393939394,3.814706022078032
0.9494949494949496,3.8026950055848037
0.9595959595959597,3.672533250033726
0.9696969696969697,3.7552122607673795
0.9797979797979799,3.973298462139434
0.98989899,3.699125943248938
1,4.024390869596192
